-57.1885 9.76265 -66.9512
-57.1536 9.87533 -67.0289
-57.2067 9.98741 -67.1941
-57.1585 9.77207 -66.9306
-57.0668 9.81766 -66.8844
-56.9768 9.94245 -66.9192
-56.8557 9.94749 -66.8032
-57.112 9.85118 -66.9632
-57.2255 9.82627 -67.0518
-57.1943 9.69328 -66.8875
-57.1599 9.76002 -66.9199
-57.1416 9.90307 -67.0446
-57.1887 9.84056 -67.0293
-56.9762 9.99564 -66.9719
-57.2085 9.80055 -67.0091
-57.0544 9.80692 -66.8613
-57.0186 9.87456 -66.8932
-56.8919 9.95951 -66.8514
-56.9915 9.82361 -66.8151
-57.1934 9.83619 -67.0296
-57.2162 9.78138 -66.9976
-57.2173 9.80533 -67.0226
-57.072 9.89441 -66.9664
-57.2394 9.8666 -67.106
-57.0429 9.89538 -66.9383
-56.9863 9.86622 -66.8526
-57.0312 9.82271 -66.8539
-57.1066 9.8089 -66.9155
-57.2237 9.81319 -67.0369
-57.1593 9.74982 -66.9091
-57.1569 9.77099 -66.9279
-57.243 9.90027 -67.1432
-57.127 9.8817 -67.0087
-57.2396 9.85847 -67.0981
-57.1746 9.77623 -66.9508
-57.1396 9.85214 -66.9917
-56.8744 9.97219 -66.8466
-57.2053 9.86968 -67.075
-57.4899 9.72142 -67.2113
-57.1353 9.87199 -67.0073
-57.1609 9.89701 -67.0579
-57.4271 9.85935 -67.2864
-57.322 9.72121 -67.0432
-57.3858 9.79434 -67.1802
-57.3404 9.88344 -67.2238
-57.0709 9.91545 -66.9863
-57.5014 9.71326 -67.2147
-57.1662 9.83419 -67.0004
-57.2041 9.98801 -67.1921
-57.0648 9.81735 -66.8822
-57.0919 9.94066 -67.0326
-57.2053 9.86038 -67.0657
-57.0855 9.8097 -66.8952
-56.8506 10.024 -66.8746
-57.0149 9.90083 -66.9157
-57.3321 9.73194 -67.064
-57.4212 9.8267 -67.2479
-57.2306 9.89249 -67.1231
-57.1776 9.77288 -66.9505
-57.1269 9.92559 -67.0525
-57.3486 9.58754 -66.9362
-57.1041 9.82589 -66.9299
-56.9835 9.90719 -66.8907
-57.1102 9.82654 -66.9368
-56.9113 9.91717 -66.8285
-56.8592 9.82131 -66.6805
-56.7639 9.75694 -66.5208
-56.7862 9.91146 -66.6977
-57.1225 9.798 -66.9205
-57.1246 9.93233 -67.0569
-57.1074 9.93521 -67.0427
-57.1825 9.79229 -66.9748
-57.2327 9.87888 -67.1116
-57.1965 9.84109 -67.0376
-57.0245 9.84477 -66.8693
-57.0963 9.73203 -66.8284
-57.0572 10.0119 -67.0691
-57.0503 9.87543 -66.9257
-57.2216 9.86223 -67.0839
-57.0284 9.86497 -66.8934
-56.9748 9.84612 -66.821
-57.1413 9.83409 -66.9754
-57.2998 9.87865 -67.1785
-57.0311 9.96137 -66.9924
-57.027 9.97773 -67.0047
-57.1238 9.91269 -67.0365
-57.0799 9.76653 -66.8465
-57.1557 9.84434 -67.0001
-57.0923 9.87935 -66.9717
-57.0518 9.84321 -66.895
-57.0673 9.73803 -66.8054
-56.8963 9.87948 -66.7758
-57.1167 9.83701 -66.9538
-57.2895 9.72769 -67.0171
-57.3731 9.6673 -67.0404
-57.2895 9.73683 -67.0264
-57.08 9.90265 -66.9827
-57.2049 9.82516 -67.0301
-57.2728 9.7826 -67.0554
-57.069 9.85787 -66.9269
-57.2436 9.78992 -67.0335
-57.2836 9.79135 -67.0749
-57.0724 9.79755 -66.8699
-57.1779 9.85805 -67.036
-57.2383 9.79582 -67.0342
-57.1069 9.95259 -67.0595
-56.9693 9.94506 -66.9143
-56.8369 9.94519 -66.7821
-57.0155 9.9397 -66.9552
-57.0528 9.89382 -66.9467
-57.0322 9.69739 -66.7296
-57.13 9.75672 -66.8867
-57.3074 9.61384 -66.9213
-57.3313 9.87635 -67.2077
-57.4039 9.77071 -67.1746
-57.3089 9.64562 -66.9545
-57.3719 9.81751 -67.1894
-57.5728 9.6624 -67.2352
-57.2752 9.78646 -67.0617
-57.0808 9.82426 -66.905
-57.2293 9.79764 -67.027
-56.815 10.0079 -66.8229
-57.1254 9.91017 -67.0355
-57.203 9.7566 -66.9596
-57.1433 9.97108 -67.1144
-57.336 9.75782 -67.0938
-57.1073 9.83152 -66.9388
-57.0073 9.93955 -66.9469
-57.1488 9.82564 -66.9744
-57.0085 9.91572 -66.9242
-57.2106 9.82294 -67.0335
-57.2213 9.72369 -66.945
-57.4379 9.77619 -67.2141
-57.0956 9.7566 -66.8522
-57.3407 9.63944 -66.9801
-57.1847 9.88583 -67.0705
-57.2685 9.82841 -67.0969
-57.2206 9.78804 -67.0087
-57.1485 9.82619 -66.9747
-57.0501 9.81612 -66.8662
-56.9751 9.77763 -66.7528
-57.0689 9.82954 -66.8984
-57.2184 9.81574 -67.0341
-57.1969 9.8463 -67.0432
-57.0302 9.81506 -66.8453
-57.3253 9.79353 -67.1188
-57.1145 9.92259 -67.0371
-57.3355 9.87778 -67.2133
-57.2803 9.91365 -67.1939
-56.9264 9.8424 -66.7688
-57.027 9.95988 -66.9869
-57.0787 9.94501 -67.0237
-57.1997 9.87123 -67.0709
-57.1942 9.8122 -67.0064
-57.3167 9.70067 -67.0174
-57.2893 9.78363 -67.0729
-57.2962 9.76922 -67.0654
-57.1805 9.86856 -67.049
-57.154 9.77617 -66.9302
-56.9294 9.91512 -66.8445
-57.2547 9.74046 -66.9951
-56.9749 9.97067 -66.9456
-57.2059 9.8408 -67.0467
-56.9045 9.91365 -66.8181
-56.8096 9.88756 -66.6972
-56.9697 9.95763 -66.9273
-57.1113 9.78381 -66.8951
-57.1945 9.87692 -67.0714
-57.3832 9.77635 -67.1596
-57.3101 9.69593 -67.006
-57.0517 9.73836 -66.7901
-57.0434 9.83261 -66.876
-57.0737 9.87013 -66.9439
-56.9709 9.91228 -66.8832
-57.1062 9.79945 -66.9057
-57.1902 9.82405 -67.0143
-57.0767 9.84142 -66.9181
-57.2784 9.86037 -67.1387
-57.1668 9.82662 -66.9934
-57.2775 9.76538 -67.0429
-56.9318 9.97723 -66.909
-57.1774 9.90922 -67.0866
-57.1028 9.79307 -66.8958
-57.0996 9.94573 -67.0453
-57.2856 9.75297 -67.0385
-56.9012 9.93246 -66.8337
-56.8104 9.78689 -66.5973
-56.8813 9.88978 -66.7711
-56.999 9.95607 -66.9551
-57.1187 9.90026 -67.019
-56.9528 9.88658 -66.8394
-57.1642 9.85478 -67.019
-57.0272 10.0471 -67.0743
-57.0441 9.88421 -66.9284
-57.1479 9.86535 -67.0133
-56.8817 9.90514 -66.7868
-57.0829 9.90119 -66.9841
-57.4526 9.62191 -67.0745
-57.0746 9.82289 -66.8975
-57.1006 9.8466 -66.9472
-57.1354 9.93496 -67.0704
-57.0242 9.9652 -66.9894
-57.0547 9.79553 -66.8503
-57.1178 9.88105 -66.9988
-57.1214 9.7872 -66.9086
-57.3658 9.77106 -67.1368
-57.1395 9.82885 -66.9683
-56.8461 9.84634 -66.6925
-56.9277 9.92455 -66.8523
-57.028 9.87334 -66.9013
-57.055 9.86354 -66.9185
-57.1179 9.77017 -66.888
-57.216 9.81297 -67.029
-57.0789 9.9107 -66.9896
-57.1842 9.77989 -66.964
-57.1103 9.84278 -66.9531
-56.9173 9.92815 -66.8454
-57.1367 9.82969 -66.9664
-56.9205 9.8187 -66.7392
-57.2339 9.79897 -67.0329
-57.2498 9.91028 -67.1601
-57.2948 9.83736 -67.1322
-57.271 9.79661 -67.0676
-57.2398 9.75858 -66.9984
-57.1764 9.81485 -66.9912
-57.0353 9.85738 -66.8927
-57.1584 9.93676 -67.0951
-57.3541 9.77224 -67.1264
-57.1328 9.8433 -66.9761
-57.2781 9.83313 -67.1112
-56.8831 9.96456 -66.8476
-57.0211 9.97882 -66.9999
-57.1711 9.97729 -67.1484
-56.9251 9.84941 -66.7746
-57.0069 9.85781 -66.8648
-56.8367 9.96543 -66.8021
-56.8986 9.97172 -66.8703
-57.0383 9.89528 -66.9336
-57.3093 9.8542 -67.1635
-57.1488 9.92164 -67.0704
-57.4365 9.71624 -67.1528
-57.2631 9.81292 -67.0761
-57.2599 9.7749 -67.0348
-57.2133 9.92058 -67.1339
-57.3735 9.84893 -67.2224
-57.187 9.82321 -67.0102
-56.9352 9.92886 -66.864
-56.8244 9.86242 -66.6868
-56.8379 9.904 -66.7419
-56.9403 9.95142 -66.8917
-57.0052 9.85434 -66.8595
-57.1925 9.83776 -67.0302
-57.1185 9.7546 -66.8731
-57.0854 9.8514 -66.9368
-57.3283 9.75972 -67.088
-57.3797 9.83797 -67.2177
-57.4462 9.89343 -67.3397
-57.4238 9.74686 -67.1707
-57.0213 9.89781 -66.9192
-57.0785 9.90562 -66.9841
-57.2094 9.88079 -67.0901
-57.1863 9.69625 -66.8825
-57.3574 9.83768 -67.195
-57.1364 9.85576 -66.9922
-57.1449 9.93394 -67.0789
-57.2237 9.81443 -67.0381
-57.3747 9.78989 -67.1646
-57.1841 9.83846 -67.0226
-57.2171 9.89954 -67.1166
-56.8144 9.85999 -66.6744
-56.9867 9.84458 -66.8313
-57.2866 9.71333 -66.9999
-57.3334 9.83351 -67.1669
-57.2492 9.86882 -67.118
-57.1567 9.86815 -67.0248
-57.1575 9.85251 -67.01
-57.2143 9.72892 -66.9432
-57.1686 9.86564 -67.0342
-57.1359 9.90482 -67.0407
-57.0485 9.79274 -66.8412
-56.9858 9.78698 -66.7728
-57.1821 9.85325 -67.0353
-57.077 9.8777 -66.9547
-57.2528 9.81181 -67.0646
-57.2856 9.89941 -67.185
-57.194 9.8739 -67.0679
-57.2458 9.91228 -67.158
-57.292 9.82717 -67.1192
-57.0147 9.8142 -66.8289
-57.2081 9.74887 -66.957
-57.1422 9.81792 -66.9601
-57.038 9.79995 -66.838
-57.0646 9.97751 -67.0421
-57.0841 9.84846 -66.9326
-57.0938 9.79982 -66.8936
-57.225 9.82961 -67.0546
-57.1569 9.77235 -66.9293
-56.9982 9.89348 -66.8916
-57.2871 9.80222 -67.0893
-57.2024 9.75423 -66.9566
-57.1044 9.9114 -67.0158
-57.1253 9.8782 -67.0035
-57.3688 9.72242 -67.0912
-57.064 9.82106 -66.8851
-57.2381 9.74429 -66.9823
-56.9886 9.84088 -66.8295
-57.0701 9.86353 -66.9336
-57.1379 9.79473 -66.9327
-57.1964 9.7892 -66.9856
-57.0515 9.89357 -66.945
-57.1393 9.8696 -67.0089
-57.3228 9.74899 -67.0718
-57.1602 9.85565 -67.0159
-57.2961 9.79286 -67.0889
-57.2669 9.79803 -67.065
-57.3722 9.9625 -67.3347
-57.1239 9.76971 -66.8936
-57.1093 9.72065 -66.83
-57.121 9.918 -67.039
-57.1308 9.79371 -66.9245
-57.3442 9.76984 -67.1141
-57.1894 9.81669 -67.0061
-57.1476 9.83375 -66.9813
-57.0953 9.87249 -66.9678
-57.073 9.96354 -67.0365
-57.0194 9.94949 -66.9688
-57.1356 9.80744 -66.9431
-57.2074 9.90871 -67.1161
-57.2666 9.77482 -67.0414
-57.1094 9.86799 -66.9774
-57.0772 9.88455 -66.9618
-57.2458 9.78515 -67.0309
-57.2424 9.76161 -67.0041
-57.3236 9.84908 -67.1727
-57.1263 9.89955 -67.0258
-57.2271 9.80014 -67.0273
-56.9589 9.80221 -66.7611
-57.0862 9.79307 -66.8792
-57.1844 9.79022 -66.9746
-57.2204 9.71276 -66.9332
-57.1025 9.78661 -66.8891
-57.1586 9.90324 -67.0618
-57.0249 9.79777 -66.8227
-57.1372 9.77325 -66.9105
-56.9612 9.92688 -66.888
-56.7854 9.99466 -66.7801
-56.9986 9.83223 -66.8308
-57.2502 9.83514 -67.0854
-57.2265 9.8923 -67.1188
-57.2136 9.85777 -67.0713
-57.1668 9.93126 -67.0981
-57.4044 9.74934 -67.1538
-57.4168 9.82317 -67.24
-57.2957 9.84613 -67.1419
-57.2147 9.68167 -66.8964
-57.3858 9.77023 -67.1561
-57.3724 9.83041 -67.2028
-57.012 9.85424 -66.8663
-57.2776 9.79447 -67.0721
-57.0972 9.82708 -66.9243
-57.1079 9.79905 -66.907
-57.1946 9.91067 -67.1053
-57.1494 9.84158 -66.991
-57.1184 9.88787 -67.0063
-56.9489 9.89816 -66.8471
-56.9958 9.74941 -66.7452
-57.2565 9.79742 -67.0539
